Expected Realization date,Pre Approval Sent Date,Feb Monthly Forecast,May Monthly Forecast,Mar Monthly Forecast,SAP Approval Status,Approval Date,Post Approver (SAP Approver),Invoice Delta,Customer Name,Remarks,Prepared By,Aug Monthly Forecast,Project Status,Column1,Late Payments,Invoice Status,Apr Monthly Forecast,Financial Year,PO Balance Amount,QB Realization Date,Nudging List Status (LYB),PO Amount Consumed,2025 Invoice Details,Approved Date,Formula 1,Month,Post Approval TAT,Formula,Revenue Realised,Name,Managed Services / Staff Org,Formula 2,Effort Approver,Invoiced $Amount,Pay Terms,Realised in Days,Status,Aging,Contracted Revenue (SoW),Revenue Realised Date,Pre Approval Status,Invoice No.,Approval TAT,Pre-Paid TAT,Jul Monthly Forecast,Resource Approval Status,QB Realization Status,SAP Reflection,Effort Approval Status,Jun Monthly Forecast,Submission TAT,Invoice Submission Date,PO Number,Project Master,Reflection TAT,SAP Reflection Date,Taulia - Paid Date,Resource Approver,Jan Monthly Forecast
18 Jun 2026,,,,,,,,,Dell,Paid,,,,,0,,,2026,,18 Jun 2026,,,,,,04_Apr,,,,,,,,"$1,592.50",30,32,Invoice Raised,Between 31 to 45 Days,"Amendment 2 TechDirect, Field, Depot & E support Every Defect Matters",,,TDEDM-26-004-APR,,,,,Realized,,,,,18 May 2026,PO691499,Dell - DTD,,,,,
14 Mar 2026,,,,,,,,,Dell,,,,,,3,,,2026,,17 Mar 2026,,,,,,01_Jan,,,,,,,,"$7,000.00",30,35,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 9 TO TECHDIRECT UN-ASSISTED RED PATH STATEMENT OF WORK – PHASE 3 (EMEA & JAPAN) - DTD,,,TDA-26-001A-JAN,,,,,Realised,,,,,11 Feb 2026,PO611864,Dell - DTD,,,,,
08 Feb 2026,,,,,,,,,Dell,,,,Ongoing,,2,,,2025,,10 Feb 2026,,,,,,11_Nov,,,,,,,,"$1,750.00",30,34,Invoice Raised,Between 31 to 45 Days,Depot AMC amendment,,,TDA-25-011-NOVR,,,,,Realised,,,,,08 Jan 2026,,Dell - DTD,,,,,
17 Apr 2026,,,,,,,,,Dell,,,,,,5,,,2026,,22 Apr 2026,,,,,,02_Feb,,,,,,,,"$22,647.35",30,37,Invoice Raised,Between 31 to 45 Days,TechDirect statement of work Phase 2-DTD,,,TDA-26-002-FEB,,,,,Realised,,,,,17 Mar 2026,PO611864,Dell - DTD,,,,,
28 Feb 2026,,,,,,,,,Dell,,,,Ongoing,,0,,,2025,,27 Feb 2026,,,,,,12_Dec,,,,,,,,"$16,828.50",30,31,Invoice Raised,Between 31 to 45 Days,TechDirect statement of work Phase 2-DTD,,,TDA-25-012-DEC,,,,,Realised,,,,,28 Jan 2026,,Dell - DTD,,,,,
17 Apr 2026,,,,,,,,,Dell,,,,,,5,,,2026,,22 Apr 2026,,,,,,02_Feb,,,,,,,,"$8,455.50",30,37,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 9 TO TECHDIRECT UN-ASSISTED RED PATH STATEMENT OF WORK – PHASE 2 - DTD,,,TDA-26-002-FEB,,,,,Realised,,,,,17 Mar 2026,PO611864,Dell - DTD,,,,,
23 May 2025,,,,,,,,,Dell,,,,Ongoing,,4,,,2025,,27 May 2025,,,,,,03_Mar,,,,,,,,"$17,677.00",30,36,Invoice Raised,Between 31 to 45 Days,TechDirect statement of work Phase 2-DTD,,,TDA-25-003-MAR,,,,,Realised,,,,,22 Apr 2025,,Dell - DTD,,,,,
08 Feb 2026,,,,,,,,,Dell,,,,,,2,,,2025,,10 Feb 2026,,,,,,09_Sep,,,,,,,,"$7,000.00",30,34,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 9 TO TECHDIRECT UN-ASSISTED RED PATH STATEMENT OF WORK – PHASE 3 (EMEA & JAPAN) - DTD,,,TDA-25-012-NOV,,,,,Realised,,,,,08 Jan 2026,,Dell - DTD,,,,,
19 Apr 2026,,,,,,,,,Dell,,,,,,3,,,2026,,22 Apr 2026,,,,,,02_Feb,,,,,,,,"$1,944.00",30,35,Invoice Raised,Between 31 to 45 Days,"Amendment 2 TechDirect, Field, Depot & E support Every Defect Matters",,,TDEDM-26-002BFEB2,,,,,Realised,,,,,19 Mar 2026,PO691807,Dell - DTD,,,,,
17 Jul 2026,,,,,,,,,Dell,,,,,,,,,2026,,,,,,,,05_May,,,,,,,,"$7,000.00",30,,Invoice Raised,Pending,AMENDMENT NO. 9 TO TECHDIRECT UN-ASSISTED RED PATH STATEMENT OF WORK – PHASE 3 (EMEA & JAPAN) - DTD,,,TDA-26-005B-MAY,,,,,Pending,,,,,16 Jun 2026,PO691499 | U02500000001020,Dell - DTD,,,,,
19 Jan 2026,,,,,,,,,Dell,,,,Ongoing,,2,,,2025,,21 Jan 2026,,,,,,11_Nov,,,,,,,,"$8,015.50",30,34,Invoice Raised,Between 31 to 45 Days,"Amendment 2 TechDirect, Field, Depot & E support Every Defect Matters",,,TDEDM-25-011-NOV,,,,,Realised,,,,,19 Dec 2025,,Dell - DTD,,,,,
28 Nov 2025,,,,,,,,,Dell,,,,Ongoing,,0,,,2025,,28 Nov 2025,,,,,,09_Sep,,,,,,,,"$15,817.50",30,32,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 9 TO TECHDIRECT UN-ASSISTED RED PATH STATEMENT OF WORK – PHASE 2 - DTD,,,TDA-25-009-SEPT,,,,,Realised,,,,,28 Oct 2025,,Dell - DTD,,,,,
16 Jun 2025,,,,,,,,,Dell,,,,Ongoing,,2,,,2025,,18 Jun 2025,,,,,,03_Mar,,,,,,,,"$9,036.00",30,34,Invoice Raised,Between 31 to 45 Days,"Amendment 2 TechDirect, Field, Depot & E support Every Defect Matters",,,TDEDM25003MAR1,,,,,Realised,,,,,16 May 2025,,Dell - DTD,,,,,
24 Nov 2025,,,,,,,,,Dell,,,,Ongoing,,2,,,2025,,26 Nov 2025,,,,,,09_Sep,,,,,,,,"$5,934.50",30,34,Invoice Raised,Between 31 to 45 Days,"Amendment 2 TechDirect, Field, Depot & E support Every Defect Matters",,,TDEDM-25-009- SEPT,,,,,Realised,,,,,24 Oct 2025,,Dell - DTD,,,,,
23 Oct 2025,,,,,,,,,Dell,,,,Ongoing,,1,,,2025,,24 Oct 2025,,,,,,08_Aug,,,,,,,,"$1,750.00",30,33,Invoice Raised,Between 31 to 45 Days,Depot AMC amendment,,,TDA-25-008-AUG,,,,,Realised,,,,,22 Sep 2025,,Dell - DTD,,,,,
16 May 2026,,,,,,,,,Dell,,,,,,3,Paid,,2026,,19 May 2026,,,,,,03_Mar,,,,,,,,"$8,692.50",30,35,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 9 TO TECHDIRECT UN-ASSISTED RED PATH STATEMENT OF WORK – PHASE 2 - DTD,,,TDA-26-003-MAR,,,,,Realised,,,,,15 Apr 2026,PO691499,Dell - DTD,,,,,
19 Apr 2026,,,,,,,,,Dell,,,,,,3,,,2026,,22 Apr 2026,,,,,,02_Feb,,,,,,,,"$2,740.50",30,35,Invoice Raised,Between 31 to 45 Days,"Amendment 2 TechDirect, Field, Depot & E support Every Defect Matters",,,TDEDM-26-002AFEB2,,,,,Realised,,,,,19 Mar 2026,PO611864,Dell - DTD,,,,,
02 Jan 2026,,,,,,,,,Dell,,,,Ongoing,,0,,,2025,,02 Jan 2026,,,,,,10_Oct,,,,,,,,"$18,148.90",30,32,Invoice Raised,Between 31 to 45 Days,TechDirect statement of work Phase 2-DTD,,,TDA-25-010-OCT,,,,,Realised,,,,,02 Dec 2025,,Dell - DTD,,,,,
18 Jun 2026,,,,,,,,,Dell,Paid,,,,,0,,,2026,,18 Jun 2026,,,,,,04_Apr,,,,,,,,"$1,750.00",30,32,Invoice Raised,Between 31 to 45 Days,Depot AMC amendment,,,TDA-26-004-APR,,,,,Realized,,,,,18 May 2026,PO691499,Dell - DTD,,,,,
17 Apr 2026,,,,,,,,,Dell,,,,,,5,,,2026,,22 Apr 2026,,,,,,02_Feb,,,,,,,,"$1,750.00",30,37,Invoice Raised,Between 31 to 45 Days,Depot AMC amendment,,,TDA-26-002-FEB,,,,,Realised,,,,,17 Mar 2026,PO611864,Dell - DTD,,,,,
19 Sep 2025,,,,,,,,,Dell,,,,Ongoing,,3,,,2025,,22 Sep 2025,,,,,,07_Jul,,,,,,,,"$8,609.00",30,35,Invoice Raised,Between 31 to 45 Days,"Amendment 2 TechDirect, Field, Depot & E support Every Defect Matters",,,TDEDM-25-007-JUL,,,,,Realised,,,,,19 Aug 2025,,Dell - DTD,,,,,
21 Jun 2025,,,,,,,,,Dell,,,,Ongoing,,3,,,2025,,24 Jun 2025,,,,,,04_Apr,,,,,,,,"$1,750.00",30,35,Invoice Raised,Between 31 to 45 Days,Depot AMC amendment,,,TDA-25-004-APR,,,,,Realised,,,,,21 May 2025,,Dell - DTD,,,,,
28 Feb 2026,,,,,,,,,Dell,,,,Ongoing,,0,,,2025,,27 Feb 2026,,,,,,12_Dec,,,,,,,,"$10,171.50",30,31,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 9 TO TECHDIRECT UN-ASSISTED RED PATH STATEMENT OF WORK – PHASE 2 - DTD,,,TDA-25-012-DEC,,,,,Realised,,,,,28 Jan 2026,,Dell - DTD,,,,,
22 Mar 2025,,,,,,,,,Dell,,,,Ongoing,,2,,,2025,,24 Mar 2025,,,,,,01_Jan,,,,,,,,"$15,356.00",30,34,Invoice Raised,Between 31 to 45 Days,TechDirect statement of work Phase 2-DTD,,,TDA-25-001-JAN,,,,,Realised,,,,,19 Feb 2025,,Dell - DTD,,,,,
17 Jul 2026,,,,,,,,,Dell,,,,,,,,,2026,,,,,,,,05_May,,,,,,,,"$7,459.00",30,,Invoice Raised,Pending,AMENDMENT NO. 9 TO TECHDIRECT UN-ASSISTED RED PATH STATEMENT OF WORK – PHASE 2 - DTD,,,TDA-26-005B-MAY,,,,,Pending,,,,,16 Jun 2026,PO691499 | U02500000001020,Dell - DTD,,,,,
28 Feb 2026,,,,,,,,,Dell,,,,,,0,,,2025,,27 Feb 2026,,,,,,11_Nov,,,,,,,,"$7,000.00",30,31,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 9 TO TECHDIRECT UN-ASSISTED RED PATH STATEMENT OF WORK – PHASE 3 (EMEA & JAPAN) - DTD,,,TDA-25-012-DEC,,,,,Realised,,,,,28 Jan 2026,,Dell - DTD,,,,,
28 Feb 2026,,,,,,,,,Dell,,,,,,0,,,2025,,27 Feb 2026,,,,,,12_Dec,,,,,,,,$903.30,30,31,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 9 TO TECHDIRECT UN-ASSISTED RED PATH STATEMENT OF WORK – PHASE 3 (EMEA & JAPAN) - DTD,,,TDA-25-013-DEC,,,,,Realised,,,,,28 Jan 2026,,Dell - DTD,,,,,
18 Jun 2026,,,,,,,,,Dell,Paid,,,,,0,,,2026,,18 Jun 2026,,,,,,04_Apr,,,,,,,,"$13,029.00",30,32,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 9 TO TECHDIRECT UN-ASSISTED RED PATH STATEMENT OF WORK – PHASE 2 - DTD,,,TDA-26-004-APR,,,,,Realized,,,,,18 May 2026,PO691499,Dell - DTD,,,,,
02 Jan 2026,,,,,,,,,Dell,,,,Ongoing,,0,,,2025,,02 Jan 2026,,,,,,10_Oct,,,,,,,,"$1,750.00",30,32,Invoice Raised,Between 31 to 45 Days,Depot AMC amendment,,,TDA-25-010-OCT,,,,,Realised,,,,,02 Dec 2025,,Dell - DTD,,,,,
19 Sep 2025,,,,,,,,,Dell,,,,Ongoing,,3,,,2025,,22 Sep 2025,,,,,,07_Jul,,,,,,,,"$1,750.00",30,35,Invoice Raised,Between 31 to 45 Days,Depot AMC amendment,,,TDA-25-007-JUL,,,,,Realised,,,,,19 Aug 2025,,Dell - DTD,,,,,
19 Apr 2025,,,,,,,,,Dell,,,,Ongoing,,23,,,2025,,12 May 2025,,,,,,02_Feb,,,,,,,,"$1,750.00",30,55,Invoice Raised,Between 46 to 60 Days,Depot AMC amendment,,,TDA-25-002-FEB,,,,,Realised,,,,,19 Mar 2025,,Dell - DTD,,,,,
16 May 2026,,,,,,,,,Dell,,,,,,3,Paid,,2026,,19 May 2026,,,,,,03_Mar,,,,,,,,"$7,000.00",30,35,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 9 TO TECHDIRECT UN-ASSISTED RED PATH STATEMENT OF WORK – PHASE 3 (EMEA & JAPAN) - DTD,,,TDA-26-003-MAR,,,,,Realised,,,,,15 Apr 2026,PO691499,Dell - DTD,,,,,
28 Jun 2025,,,,,,,,,Dell,,,,Ongoing,,0,,,2025,,27 Jun 2025,,,,,,04_Apr,,,,,,,,"$8,522.00",30,31,Invoice Raised,Between 31 to 45 Days,"Amendment 2 TechDirect, Field, Depot & E support Every Defect Matters",,,TDEDM-25-004-APR,,,,,Realised,,,,,28 May 2025,,Dell - DTD,,,,,
18 Aug 2025,,,,,,,,,Dell,,,,Ongoing,,2,,,2025,,20 Aug 2025,,,,,,06_Jun,,,,,,,,"$17,664.00",30,34,Invoice Raised,Between 31 to 45 Days,TechDirect statement of work Phase 2-DTD,,,TDA-25-006-JUN,,,,,Realised,,,,,18 Jul 2025,,Dell - DTD,,,,,
14 Mar 2026,,,,,,,,,Dell,,,,,,3,,,2026,,17 Mar 2026,,,,,,01_Jan,,,,,,,,"$18,230.40",30,35,Invoice Raised,Between 31 to 45 Days,TechDirect statement of work Phase 2-DTD,,,TDA-26-001A-JAN,,,,,Realised,,,,,11 Feb 2026,PO611864,Dell - DTD,,,,,
28 Feb 2026,,,,,,,,,Dell,,,,,,0,,,2025,,27 Feb 2026,,,,,,12_Dec,,,,,,,,"$7,000.00",30,31,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 9 TO TECHDIRECT UN-ASSISTED RED PATH STATEMENT OF WORK – PHASE 3 (EMEA & JAPAN) - DTD,,,TDA-25-013-DEC,,,,,Realised,,,,,28 Jan 2026,,Dell - DTD,,,,,
02 Jan 2026,,,,,,,,,Dell,,,,Ongoing,,0,,,2025,,02 Jan 2026,,,,,,10_Oct,,,,,,,,"$16,722.00",30,32,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 9 TO TECHDIRECT UN-ASSISTED RED PATH STATEMENT OF WORK – PHASE 2 - DTD,,,TDA-25-010-OCT,,,,,Realised,,,,,02 Dec 2025,,Dell - DTD,,,,,
23 May 2025,,,,,,,,,Dell,,,,Ongoing,,4,,,2025,,27 May 2025,,,,,,03_Mar,,,,,,,,"$1,750.00",30,36,Invoice Raised,Between 31 to 45 Days,Depot AMC amendment,,,TDA-25-003-MAR,,,,,Realised,,,,,22 Apr 2025,,Dell - DTD,,,,,
08 Feb 2026,,,,,,,,,Dell,,,,,,2,,,2025,,10 Feb 2026,,,,,,08_Aug,,,,,,,,"$3,500.00",30,34,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 9 TO TECHDIRECT UN-ASSISTED RED PATH STATEMENT OF WORK – PHASE 3 (EMEA & JAPAN) - DTD,,,TDA-25-012-NOV,,,,,Realised,,,,,08 Jan 2026,,Dell - DTD,,,,,
18 Aug 2025,,,,,,,,,Dell,,,,Ongoing,,2,,,2025,,20 Aug 2025,,,,,,06_Jun,,,,,,,,"$1,750.00",30,34,Invoice Raised,Between 31 to 45 Days,Depot AMC amendment,,,TDA-25-006-JUN,,,,,Realised,,,,,18 Jul 2025,,Dell - DTD,,,,,
21 Jun 2025,,,,,,,,,Dell,,,,Ongoing,,3,,,2025,,24 Jun 2025,,,,,,04_Apr,,,,,,,,"$18,252.00",30,35,Invoice Raised,Between 31 to 45 Days,TechDirect statement of work Phase 2-DTD,,,TDA-25-004-APR,,,,,Realised,,,,,21 May 2025,,Dell - DTD,,,,,
16 May 2026,,,,,,,,,Dell,,,,,,3,Paid,,2026,,19 May 2026,,,,,,03_Mar,,,,,,,,"$1,750.00",30,35,Invoice Raised,Between 31 to 45 Days,Depot AMC amendment,,,TDA-26-003-MAR,,,,,Realised,,,,,15 Apr 2026,PO691499,Dell - DTD,,,,,
08 Feb 2026,,,,,,,,,Dell,,,,Ongoing,,2,,,2025,,10 Feb 2026,,,,,,11_Nov,,,,,,,,"$16,214.65",30,34,Invoice Raised,Between 31 to 45 Days,TechDirect statement of work Phase 2-DTD,,,TDA-25-011-NOVR,,,,,Realised,,,,,08 Jan 2026,,Dell - DTD,,,,,
14 Apr 2025,,,,,,,,,Dell,,,,Ongoing,,1,,,2025,,15 Apr 2025,,,,,,02_Feb,,,,,,,,"$4,937.00",30,33,Invoice Raised,Between 31 to 45 Days,"Amendment 2 TechDirect, Field, Depot & E support Every Defect Matters",,,TDEDM-25-002-FEB,,,,,Realised,,,,,14 Mar 2025,,Dell - DTD,,,,,
27 Jul 2025,,,,,,,,,Dell,,,,Ongoing,,3,,,2025,,30 Jul 2025,,,,,,05_May,,,,,,,,"$7,902.00",30,35,Invoice Raised,Between 31 to 45 Days,"Amendment 2 TechDirect, Field, Depot & E support Every Defect Matters",,,TDEDM-25-005-MAY,,,,,Realised,,,,,26 Jun 2025,,Dell - DTD,,,,,
19 Apr 2025,,,,,,,,,Dell,,,,Ongoing,,23,,,2025,,12 May 2025,,,,,,01_Jan,,,,,,,,"$3,578.00",30,55,Invoice Raised,Between 46 to 60 Days,TechDirect statement of work Phase 2-DTD,,,TDA-25-002-FEB,,,,,Realised,,,,,19 Mar 2025,,Dell - DTD,,,,,
27 Mar 2026,,,,,,,,,Dell,,,,,,0,,,2026,,27 Mar 2026,,,,,,02_Feb,,,,,,,,"$36,000.00",30,32,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 11 TO Dell_Aligned Automation Fixed Fee Data Science – Phase 2_SOW_1February2026,,,DSA11-26-002-FEB,,,,,Realised,,,,,24 Feb 2026,PO770839,Dell - Data Science: Integrated Data Fabric & Automation,,,,,
27 Jul 2025,,,,,,,,,Dell,,,,Ongoing,,0,,,2025,,25 Jul 2025,,,,,,06_Jun,,,,,,,,"$38,267.00",30,30,Invoice Raised,Between 16 to 30 Days,AMENDMENT NO. 7 TO Dell_Aligned Automation Fixed Fee Data Science – Phase 2-Aditya + Accelerate Automation initiatives,,,DSA7-25-006-JUN,,,,,Realised,,,,,26 Jun 2025,,Dell - Data Science: Integrated Data Fabric & Automation,,,,,
24 May 2026,,,,,,,,,Dell,Paid,,,,,4,,,2026,,28 May 2026,,,,,,04_Apr,,,,,,,,"$36,000.00",30,36,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 11 TO Dell_Aligned Automation Fixed Fee Data Science – Phase 2_SOW_1February2026,,,DSA11-26-004-APR,,,,,Realised,,,,,23 Apr 2026,PO770839,Dell - Data Science: Integrated Data Fabric & Automation,,,,,
22 Jan 2026,,,,,,,,,Dell,,,,Ongoing,,1,,,2025,,23 Jan 2026,,,,,,12_Dec,,,,,,,,"$14,400.00",30,33,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 8 TO Dell_Aligned Automation Fixed Fee Data Science – Phase 2,,,DSA8-25-012-DEC,,,,,Realised,,,,,22 Dec 2025,,Dell - Data Science: Integrated Data Fabric & Automation,,,,,
25 Apr 2025,,,,,,,,,Dell,,,,Ongoing,,3,,,2025,,28 Apr 2025,,,,,,03_Mar,,,,,,,,"$38,266.00",30,35,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 7 TO Dell_Aligned Automation Fixed Fee Data Science – Phase 2-Aditya + Accelerate Automation initiatives,,,DSA7-25-003-MAR,,,,,Realised,,,,,25 Mar 2025,,Dell - Data Science: Integrated Data Fabric & Automation,,,,,
29 Mar 2025,,,,,,,,,Dell,,,,Ongoing,,0,,,2025,,28 Mar 2025,,,,,,02_Feb,,,,,,,,"$38,267.00",30,31,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 7 TO Dell_Aligned Automation Fixed Fee Data Science – Phase 2-Aditya + Accelerate Automation initiatives,,,DSA7-25-002-FEB,,,,,Realised,,,,,26 Feb 2025,,Dell - Data Science: Integrated Data Fabric & Automation,,,,,
21 Dec 2025,,,,,,,,,Dell,,,,Ongoing,,3,,,2025,,24 Dec 2025,,,,,,11_Nov,,,,,,,,"$38,267.00",30,35,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 7 TO Dell_Aligned Automation Fixed Fee Data Science – Phase 2-Aditya + Accelerate Automation initiatives,,,DSA7-25-011-NOV,,,,,Realised,,,,,20 Nov 2025,,Dell - Data Science: Integrated Data Fabric & Automation,,,,,
24 Sep 2025,,,,,,,,,Dell,,,,Ongoing,,1,,,2025,,25 Sep 2025,,,,,,08_Aug,,,,,,,,"$14,400.00",30,33,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 8 TO Dell_Aligned Automation Fixed Fee Data Science – Phase 2,,,DSA8-25-008-AUG,,,,,Realised,,,,,24 Aug 2025,,Dell - Data Science: Integrated Data Fabric & Automation,,,,,
24 Sep 2025,,,,,,,,,Dell,,,,Ongoing,,1,,,2025,,25 Sep 2025,,,,,,08_Aug,,,,,,,,"$38,267.00",30,33,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 7 TO Dell_Aligned Automation Fixed Fee Data Science – Phase 2-Aditya + Accelerate Automation initiatives,,,DSA7-25-008-AUG,,,,,Realised,,,,,24 Aug 2025,,Dell - Data Science: Integrated Data Fabric & Automation,,,,,
28 Jun 2026,,,,,,,,,Dell,,,,,,,,,2026,,,,,,,,05_May,,,,,,,,"$36,000.00",30,,Invoice Raised,Pending,AMENDMENT NO. 11 TO Dell_Aligned Automation Fixed Fee Data Science – Phase 2_SOW_1February2026,,,DSA11-26-005-MAY,,,,,Pending,,,,,28 May 2026,PO770839,Dell - Data Science: Integrated Data Fabric & Automation,,,,,
21 Dec 2025,,,,,,,,,Dell,,,,Ongoing,,3,,,2025,,24 Dec 2025,,,,,,11_Nov,,,,,,,,"$14,400.00",30,35,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 8 TO Dell_Aligned Automation Fixed Fee Data Science – Phase 2,,,DSA8-25-011-NOV,,,,,Realised,,,,,20 Nov 2025,,Dell - Data Science: Integrated Data Fabric & Automation,,,,,
23 Aug 2025,,,,,,,,,Dell,,,,Ongoing,,3,,,2025,,26 Aug 2025,,,,,,07_Jul,,,,,,,,"$14,400.00",30,35,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 8 TO Dell_Aligned Automation Fixed Fee Data Science – Phase 2,,,DSA8-25-007-JUL,,,,,Realised,,,,,23 Jul 2025,,Dell - Data Science: Integrated Data Fabric & Automation,,,,,
24 May 2025,,,,,,,,,Dell,,,,Ongoing,,3,,,2025,,27 May 2025,,,,,,04_Apr,,,,,,,,"$38,267.00",30,35,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 7 TO Dell_Aligned Automation Fixed Fee Data Science – Phase 2-Aditya + Accelerate Automation initiatives,,,DSA7-25-004-APR,,,,,Realised,,,,,23 Apr 2025,,Dell - Data Science: Integrated Data Fabric & Automation,,,,,
23 Apr 2026,,,,,,,,,Dell,,,,,,1,,,2026,,24 Apr 2026,,,,,,03_Mar,,,,,,,,"$36,000.00",30,33,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 11 TO Dell_Aligned Automation Fixed Fee Data Science – Phase 2_SOW_1February2026,,,DSA11-26-003-MAR,,,,,Realised,,,,,23 Mar 2026,PO770839,Dell - Data Science: Integrated Data Fabric & Automation,,,,,
22 Jun 2025,,,,,,,,,Dell,,,,Ongoing,,3,,,2025,,25 Jun 2025,,,,,,05_May,,,,,,,,"$14,400.00",30,35,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 8 TO Dell_Aligned Automation Fixed Fee Data Science – Phase 2,,,DSA8-25-005-MAY,,,,,Realised,,,,,22 May 2025,,Dell - Data Science: Integrated Data Fabric & Automation,,,,,
23 Feb 2026,,,,,,,,,Dell,,,,,,0,,,2026,,23 Feb 2026,,,,,,01_Jan,,,,,,,,"$38,267.00",30,32,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 7 TO Dell_Aligned Automation Fixed Fee Data Science – Phase 2-Aditya + Accelerate Automation initiatives,,,DSA7-26-001-JAN,,,,,Realised,,,,,23 Jan 2026,PO687056,Dell - Data Science: Integrated Data Fabric & Automation,,,,,
22 Jan 2026,,,,,,,,,Dell,,,,Ongoing,,1,,,2025,,23 Jan 2026,,,,,,12_Dec,,,,,,,,"$38,267.00",30,33,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 7 TO Dell_Aligned Automation Fixed Fee Data Science – Phase 2-Aditya + Accelerate Automation initiatives,,,DSA7-25-012-DEC,,,,,Realised,,,,,22 Dec 2025,,Dell - Data Science: Integrated Data Fabric & Automation,,,,,
29 Mar 2025,,,,,,,,,Dell,,,,Ongoing,,0,,,2025,,28 Mar 2025,,,,,,02_Feb,,,,,,,,$960.00,30,31,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 8 TO Dell_Aligned Automation Fixed Fee Data Science – Phase 2,,,DSA8-25-002-FEB,,,,,Realised,,,,,26 Feb 2025,,Dell - Data Science: Integrated Data Fabric & Automation,,,,,
24 May 2025,,,,,,,,,Dell,,,,Ongoing,,3,,,2025,,27 May 2025,,,,,,04_Apr,,,,,,,,"$14,400.00",30,35,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 8 TO Dell_Aligned Automation Fixed Fee Data Science – Phase 2,,,DSA8-25-004-APR,,,,,Realised,,,,,23 Apr 2025,,Dell - Data Science: Integrated Data Fabric & Automation,,,,,
23 Feb 2026,,,,,,,,,Dell,,,,,,0,,,2026,,23 Feb 2026,,,,,,01_Jan,,,,,,,,"$14,400.00",30,32,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 8 TO Dell_Aligned Automation Fixed Fee Data Science – Phase 2,,,DSA8-26-001-JAN,,,,,Realised,,,,,23 Jan 2026,PO687056,Dell - Data Science: Integrated Data Fabric & Automation,,,,,
25 Oct 2025,,,,,,,,,Dell,,,,Ongoing,,3,,,2025,,28 Oct 2025,,,,,,09_Sep,,,,,,,,"$38,267.00",30,35,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 7 TO Dell_Aligned Automation Fixed Fee Data Science – Phase 2-Aditya + Accelerate Automation initiatives,,,DSA7-25-009-SEPT,,,,,Realised,,,,,24 Sep 2025,,Dell - Data Science: Integrated Data Fabric & Automation,,,,,
22 Jun 2025,,,,,,,,,Dell,,,,Ongoing,,3,,,2025,,25 Jun 2025,,,,,,05_May,,,,,,,,"$38,267.00",30,35,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 7 TO Dell_Aligned Automation Fixed Fee Data Science – Phase 2-Aditya + Accelerate Automation initiatives,,,DSA7-25-005-MAY,,,,,Realised,,,,,22 May 2025,,Dell - Data Science: Integrated Data Fabric & Automation,,,,,
27 Jul 2025,,,,,,,,,Dell,,,,Ongoing,,0,,,2025,,25 Jul 2025,,,,,,06_Jun,,,,,,,,"$14,400.00",30,30,Invoice Raised,Between 16 to 30 Days,AMENDMENT NO. 8 TO Dell_Aligned Automation Fixed Fee Data Science – Phase 2,,,DSA8-25-006-JUN,,,,,Realised,,,,,26 Jun 2025,,Dell - Data Science: Integrated Data Fabric & Automation,,,,,
23 Nov 2025,,,,,,,,,Dell,,,,Ongoing,,3,,,2025,,26 Nov 2025,,,,,,10_Oct,,,,,,,,"$38,267.00",30,35,Invoice Raised,Between 31 to 45 Days,AMENDMENT NO. 7 TO Dell_Aligned Automation Fixed Fee Data Science – Phase 2-Aditya + Accelerate Automation initiatives,,,DSA7-25-010-OCT,,,,,Realised,,,,,23 Oct 2025,,Dell - Data Science: Integrated Data Fabric & Automation,,,,,
